index,log_return
DAX,-0.009326550003611598
DAX,-0.004422175186796482
DAX,0.009003794308426927
DAX,-0.0017782173122335232
DAX,-0.004676712036409613
DAX,0.012427042467774724
DAX,0.005759863306449217
DAX,-0.002869670186819925
DAX,0.0063510465324678
DAX,0.0011840680491890662
DAX,-0.0057757015760987645
DAX,-0.005152568708014576
DAX,-0.005191589494223786
DAX,0.0020023233633177945
DAX,0.0017771660423804455
DAX,0.0026751600494461744
DAX,-0.006645849917075242
DAX,-0.004798129529205897
DAX,-0.005263546177130569
DAX,4.983337070145685e-4
DAX,0.0067775409790618735
DAX,0.0016193034354572927
DAX,7.407910752441505e-4
DAX,-5.061478553565055e-4
DAX,0.0020969928183719212
DAX,-0.005616239411292523
DAX,0.011023418309142783
DAX,-9.196135819014279e-4
DAX,0.0018996034929372706
DAX,-0.0042453791040550914
DAX,0.014574652707859976
DAX,-2.2420913352265006e-4
DAX,0.0024514489437531756
DAX,-3.083704460435534e-4
DAX,-0.09627702343793978
DAX,0.014844461475349196
DAX,0.05076011372265097
DAX,0.011679725103435897
DAX,0.008707793495729652
DAX,0.009377406209761246
DAX,-0.0038145417109653537
DAX,0.002760781689036566
DAX,7.207949650484713e-4
DAX,-0.00101168290252235
DAX,0.0022037909264377166
DAX,0.0024101273207414
DAX,-0.004813952799268579
DAX,-2.789028223642797e-4
DAX,-0.0016264606832347166
DAX,-0.004724427823988449
DAX,-0.007872729782993729
DAX,0.0017453083915578119
DAX,0.002195740656359027
DAX,8.7572382941638e-4
DAX,-0.0015192264670007831
DAX,0.0028344325780694027
DAX,-0.008922188585939815
DAX,0.0021133906207708598
DAX,-0.005288780945678763
DAX,0.0012305791148645598
DAX,0.005964428388050631
DAX,-0.001235558417444305
DAX,-0.0067827414967110075
DAX,-0.0012393111017362593
DAX,-0.004555250289735531
DAX,0.002395180923535229
DAX,-0.0011439941560996505
DAX,0
DAX,-0.0016125169648652737
DAX,-0.00987481451013708
DAX,-0.004319879076695171
DAX,-0.009065980464055714
DAX,1.0841318187361649e-4
DAX,9.879313840711029e-4
DAX,0.0012923970030127466
DAX,0.00865976303166192
DAX,-0.009761060190795054
DAX,-0.005185362364183736
DAX,0.002104206950227612
DAX,0.0032913230712011245
DAX,0.0042321515569727465
DAX,0.008392081557323289
DAX,-0.011109785121010548
DAX,-4.1338213951096437e-4
DAX,0.004518835079165567
DAX,0.006022897572440125
DAX,-0.00171352656629055
DAX,-0.0039421615406815365
DAX,-0.00456168412012131
DAX,-0.0028592644620155485
DAX,0.006432975177053939
DAX,-0.00270926358952161
DAX,0.005145765473626378
DAX,0.0176181786879559
DAX,-0.00312253390238078
DAX,0.01157027463143704
DAX,-0.005297780289290825
DAX,0.007291062851000787
DAX,-6.76080576769195e-5
DAX,-0.013159590648902077
DAX,-0.010014479388812874
DAX,0
DAX,0.008493737173116692
DAX,-0.002191689320373127
DAX,-0.005572616525283375
DAX,0.007913989638923456
DAX,-0.008542778110054373
DAX,-0.0012209783188329728
DAX,-0.01067443294376024
DAX,-0.01361820800605235
DAX,-2.90400335033221e-4
DAX,0.0034084974736143287
DAX,0.001844372777564032
DAX,-0.0014199300130858879
DAX,0.0028570805966341376
DAX,-0.0072839907663219934
DAX,-0.0028779976080713773
DAX,0.00402043072733953
DAX,0.004389754863962846
DAX,-0.003377501353113917
DAX,0.0071340123476606055
DAX,0.0047172759243478
DAX,-0.007042597664593485
DAX,-0.008624491082589694
DAX,-0.0020073566624463066
DAX,0
DAX,0
DAX,0
DAX,0.013839759496397796
DAX,0.008269902903038653
DAX,0
DAX,0
DAX,0.013182574501804404
DAX,0.003659942128828356
DAX,3.989104810531122e-4
DAX,-0.0069036086513582905
DAX,-0.007539409573515962
DAX,0.010978411456339371
DAX,0.009138054724079032
DAX,0.004099848984060283
DAX,0.005575467679477103
DAX,0.020764681555116387
DAX,2.34389791294118e-4
DAX,0.0031199588514530044
DAX,0.00945026007997543
DAX,0.001144650072639248
DAX,-0.004122125105124795
DAX,-0.0049463550701334446
DAX,-0.0013886563392256279
DAX,0.010243726036405118
DAX,-7.11697368885451e-4
DAX,-0.008639954596153049
DAX,0.007185331161281725
DAX,0.0015673426070387294
DAX,-2.3729296190162263e-5
DAX,-0.004095796097381434
DAX,0.004208505239695068
DAX,-0.0012701956859188378
DAX,0.0017090470883908916
DAX,-0.001697168628789412
DAX,-0.0027298128386425684
DAX,0.0035016102148468045
DAX,-0.0025075477213461774
DAX,-0.002764391181866719
DAX,0.007305442000574684
DAX,0.004779906353612104
DAX,-0.0037262465645337027
DAX,0.012412002041775191
DAX,-3.506065493663638e-5
DAX,0.010793008306189004
DAX,-0.007677413823480675
DAX,0.015451219102723717
DAX,0.001037686453845398
DAX,9.106712390483183e-4
DAX,0.0014473479736600138
DAX,0.008294598030259715
DAX,-9.018386206770392e-4
DAX,1.134893433516274e-5
DAX,-0.008845731449035252
DAX,0.003845422377813009
DAX,-1.6539719603905076e-4
DAX,-0.007632248071090982
DAX,-0.009215377878446918
DAX,0.0060722961094991194
DAX,-0.006530659065552216
DAX,0.005665442447871275
DAX,-0.001750024271214836
DAX,-0.0024018786705288135
DAX,0.00298556044762264
DAX,-0.00971250599575658
DAX,0.0011835459364239254
DAX,0.0016650854146592726
DAX,-4.945785564277764e-4
DAX,-0.011337386036845986
